timestamp,volume_1,volume_2,volume_3,pressure_1,pressure_2,pressure_3,img_left,img_right,tip_x,tip_y,tip_z,base_x,base_y,base_z
1740618978.3090208,111,111,111.0,1.4108309430083836,2.8802930023377042,1.7388358669658213,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740618978.3090208.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740618978.3090208.png,8.258784,3.7884924,-9.16791,8.058492,3.4062374,-7.4700036
1740618983.9870882,111,111,111.33333333333333,1.4606876914499143,2.9117814750376185,2.6323212798258813,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740618983.9870882.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740618983.9870882.png,8.255538,3.7909968,-9.175847,8.055435,3.4101715,-7.475336
1740618989.7611356,111,111,111.66666666666667,1.493488183845658,2.9183415735167673,3.571727382039983,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740618989.7611356.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740618989.7611356.png,8.281838,3.8094866,-9.190139,8.066113,3.4135706,-7.481791
1740618995.4390283,111,111,112.0,1.5171045383705934,2.930149750779235,4.537373878170679,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740618995.4390283.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740618995.4390283.png,8.285719,3.8291626,-9.214405,8.060827,3.4099262,-7.4687004
1740619001.1169257,111,111,112.33333333333333,1.540720892895529,2.934085809866724,5.53582086669712,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619001.1169257.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619001.1169257.png,8.250194,3.805322,-9.190263,8.0412855,3.4059968,-7.4673333
1740619006.7945857,111,111,112.66666666666667,1.5551531095496562,2.934085809866724,6.539515934006879,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619006.7945857.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619006.7945857.png,8.251305,3.8093307,-9.203127,8.054965,3.4083295,-7.4720607
1740619012.504343,111,111,113.0,1.5682733065079537,2.930149750779235,7.518282627095872,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619012.504343.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619012.504343.png,8.2314415,3.783396,-9.174673,8.054659,3.4173248,-7.4661846
1740619018.2463393,111,111,113.33333333333333,1.5630252277246348,2.9183415735167673,8.37634350816853,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619018.2463393.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619018.2463393.png,8.219244,3.7827337,-9.175951,8.057868,3.4127412,-7.4714837
1740619023.9564366,111,111,113.66666666666667,1.53547281411221,2.882917041729364,9.05990576969583,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619023.9564366.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619023.9564366.png,8.201679,3.784708,-9.208837,8.055543,3.415347,-7.4734674
1740619029.762262,111,111.33333333333333,114.0,1.9645032546485384,2.818628076633706,9.524360742019562,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619029.762262.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619029.762262.png,8.130769,3.730297,-9.192595,8.051538,3.4042153,-7.4599533
1740619035.3600233,111,111.33333333333333,114.0,1.9566311364735598,2.855364628116939,9.307877492207652,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619035.3600233.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619035.3600233.png,8.145979,3.7230601,-9.173688,8.054774,3.4112039,-7.4737916
1740619041.037613,111,111.33333333333333,113.66666666666667,2.044536456094153,2.9367098492583836,8.317302621856191,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619041.037613.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619041.037613.png,8.200202,3.7805781,-9.201792,8.06154,3.411804,-7.4736586
1740619046.7318304,111,111.33333333333333,113.33333333333333,2.072088869706578,2.9485180265208513,7.238822431884135,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619046.7318304.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619046.7318304.png,8.222414,3.8254135,-9.232405,8.053576,3.414435,-7.474933
1740619052.425595,111,111.33333333333333,113.0,2.0760249287940673,2.95376610530417,6.178710517653697,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619052.425595.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619052.425595.png,8.227179,3.7717028,-9.163983,8.039925,3.4086084,-7.464687
1740619058.120036,111,111.33333333333333,112.66666666666667,2.077336948489897,2.9629502431749786,5.185511607910576,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619058.120036.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619058.120036.png,8.239727,3.8051548,-9.194867,8.053104,3.4060574,-7.4750214
1740619063.8455408,111,111.33333333333333,112.33333333333333,2.0786489681857265,2.9642622628708084,4.244793486000645,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619063.8455408.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619063.8455408.png,8.242605,3.7952955,-9.188127,8.05371,3.413935,-7.470456
1740619069.5557868,111,111.33333333333333,112.0,2.083897046969046,2.9681983219582975,3.407724920061264,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619069.5557868.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619069.5557868.png,8.246823,3.8186934,-9.173306,8.055278,3.4047854,-7.4696136
1740619075.2333736,111,111.33333333333333,111.66666666666667,2.087833106056535,2.9655742825666382,2.6375693586092006,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619075.2333736.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619075.2333736.png,8.252503,3.8035412,-9.189441,8.058146,3.4089181,-7.4742684
1740619080.9112704,111,111.33333333333333,111.33333333333333,2.0891451257523648,2.970822361349957,1.9553191167777302,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_0_1740619080.9112704.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-02-27_12-16-06\cam_1_1740619080.9112704.png,8.240133,3.785751,-9.168142,8.050848,3.4147127,-7.4724154
