episode,reward,length,timesteps,time_elapsed,rolling_reward_10,rolling_reward_50,rolling_reward_100,avg_distance,final_distance
1,-168.22248047590256,100,100,3.415053367614746,-168.22248047590256,-168.22248047590256,-168.22248047590256,1.782224804660064,1.279588624866759
2,-197.39390416443348,100,200,10.048150300979614,-182.80819232016802,-182.80819232016802,-182.80819232016802,2.0739390338368766,3.3638437762809796
3,-207.31214845180511,100,300,19.7029709815979,-190.9761776973804,-190.9761776973804,-190.9761776973804,2.1731214862092734,3.062712943228586
4,-172.26533553004265,100,400,35.101380586624146,-186.29846715554595,-186.29846715554595,-186.29846715554595,1.8226533574216646,2.7209087859915484
5,-199.20246279239655,100,500,44.27872896194458,-188.87926628291606,-188.87926628291606,-188.87926628291606,2.0920246361566686,1.5442376111895297
6,-202.7567100673914,100,600,53.75834774971008,-191.1921735803286,-191.1921735803286,-191.1921735803286,2.1275671078434226,3.4525844873791596
7,-161.6922134310007,100,700,64.13685894012451,-186.97789355899607,-186.97789355899607,-186.97789355899607,1.7169221367416028,1.7967070745747227
8,-173.06724490225315,100,800,73.48951363563538,-185.2390624769032,-185.2390624769032,-185.2390624769032,1.8306724475566272,1.8074222552296668
9,-175.17474657297134,100,900,83.20701694488525,-184.1208051542441,-184.1208051542441,-184.1208051542441,1.8517474638961133,3.6792598482290932
10,-179.34044733643532,100,1000,93.12548565864563,-183.64276937246322,-183.64276937246322,-183.64276937246322,1.8934044765440001,3.7507066467771293
11,-228.4215340167284,100,1100,105.89382457733154,-189.66267472654582,-187.71356615830553,-187.71356615830553,2.3842153445753427,1.451424731621732
12,-230.46465155482292,100,1200,115.44267439842224,-192.96974946558475,-191.2761566080153,-191.2761566080153,2.4046465161817543,2.322269978573128
13,-183.89041629433632,100,1300,124.26338696479797,-190.6275762498379,-190.7080227377323,-190.7080227377323,1.938904164736966,3.1851383577349264
14,-205.71715772151947,100,1400,136.3264856338501,-193.97275846898555,-191.78010380800282,-191.78010380800282,2.157171577533895,3.1396575074842157
15,-210.81647293269634,100,1500,148.11774849891663,-195.13415948301554,-193.04919508298238,-193.04919508298238,2.208164744125972,2.1243826389803413
