episode,reward,length,timesteps,time_elapsed,rolling_reward_10,rolling_reward_50,rolling_reward_100,avg_distance,final_distance
31,-409.36548,300,9300,18.80697464942932,-442.6483,-505.63336,-505.63336,1.3645514598014024,1.82776611725555
32,-410.3337,300,9600,19.35400366783142,-438.66803,-502.65527,-502.65527,1.3677788047924209,1.7787635649404663
33,-408.2553,300,9900,19.907646417617798,-435.27792,-499.79468,-499.79468,1.3608511743315868,2.5254325015326744
34,-413.8112,300,10200,20.450754165649414,-431.1154,-497.26575,-497.26575,1.379370390612888,1.2303764795391652
35,-383.5663,300,10500,21.786083698272705,-422.88095,-494.01718,-494.01718,1.278554636324526,1.050691621116464
36,-382.61737,300,10800,22.357323169708252,-415.56284,-490.92273,-490.92273,1.275391365956898,1.9832839396469257
37,-367.2483,300,11100,22.855284214019775,-404.86765,-487.58017,-487.58017,1.2241611563393082,0.6047705403574557
38,-386.0833,300,11400,23.380223035812378,-401.13544,-484.90924,-484.90924,1.2869441423666337,0.8665010554578846
39,-392.14914,300,11700,23.875054121017456,-399.01703,-482.53076,-482.53076,1.30716330622705,1.958377593220421
40,-391.45993,300,12000,24.463444709777832,-394.48904,-480.254,-480.254,1.3048660768237403,1.644754135057344
41,-372.78046,300,12300,25.97549605369568,-390.8305,-477.63272,-477.63272,1.2426016269690527,0.2228399719469777
42,-372.0242,300,12600,26.463006496429443,-386.99957,-475.11823,-475.11823,1.2400807988548173,1.72364586033644
43,-362.1663,300,12900,26.925452947616577,-382.39062,-472.49142,-472.49142,1.207221021091506,0.9514104736559084
44,-356.23697,300,13200,27.398640155792236,-376.63324,-469.84924,-469.84924,1.1874566755234142,0.9052402840034945
45,-334.51257,300,13500,27.873581647872925,-371.72787,-466.84177,-466.84177,1.115042178053087,0.9482482168454607
46,-354.2855,300,13800,28.44121503829956,-368.89465,-464.39487,-464.39487,1.1809518694296075,1.5144167600892586
47,-371.186,300,14100,28.96962833404541,-369.2884,-462.41168,-462.41168,1.2372868003323083,1.3871226611512226
48,-415.624,300,14400,30.28543519973755,-372.24252,-461.437,-461.437,1.4187467360449963,1.0001102829464763
49,-341.8155,300,14700,30.765631914138794,-367.20914,-458.9958,-458.9958,1.1393847353220345,1.0094304717875877
50,-342.5929,300,15000,31.28589653968811,-362.32245,-456.66772,-456.66772,1.1419764475596184,0.6062003405544713
51,-334.39752,300,15300,31.859022855758667,-358.48413,-451.80124,-454.2703,1.1146585164485854,0.7526154642342618
52,-338.22446,300,15600,32.36592650413513,-355.1042,-446.86722,-452.03864,1.1274146753980996,1.5841129017263127
53,-349.14044,300,15900,32.9488639831543,-353.80157,-442.5831,-450.09717,1.163801117322225,1.6125136658849264
54,-319.78745,300,16200,33.544479846954346,-350.15662,-437.29944,-447.68402,1.0659580010301182,0.7783432922101989
55,-331.5983,300,16500,34.956852436065674,-349.86517,-431.81888,-445.57336,1.1053281750224577,1.108042289567608
56,-444.04062,300,16800,35.522140979766846,-358.8407,-428.9526,-445.54596,1.5134691175171306,0.7716877008248325
57,-327.4637,300,17100,36.02625250816345,-354.46848,-424.0466,-443.47433,1.0915460077968795,1.1562336200441716
58,-299.0562,300,17400,36.52054166793823,-342.8117,-419.27823,-440.98438,0.9968538034511012,1.4751755965412465
59,-313.06732,300,17700,37.02427816390991,-339.9369,-414.66644,-438.81628,1.0435576814714191,0.5037016912587207
60,-319.2791,300,18000,37.51246237754822,-337.6055,-410.42966,-436.824,1.0642636638978584,0.4753712012014818
61,-313.76804,300,18300,38.12281584739685,-335.54254,-406.2603,-434.80667,1.045894071755471,0.7965490726200052
62,-328.12326,300,18600,39.47866725921631,-334.53244,-402.1449,-433.08597,1.0937442993452746,0.49839717132584965
63,-304.62128,300,18900,39.97598719596863,-330.08054,-397.4375,-431.04684,1.0154043598625297,0.20652227533946838
64,-314.18994,300,19200,40.47774696350098,-329.52078,-393.37286,-429.22095,1.0472996167002973,0.7639845655908071
65,-296.89642,300,19500,40.951828956604004,-326.0506,-389.19763,-427.18518,0.9896548991954545,0.35103232666493056
66,-317.8567,300,19800,41.50279498100281,-313.4322,-385.72696,-425.52872,1.0595222068981085,0.8609218734484977
67,-299.90524,300,20100,41.997456312179565,-310.67633,-381.79715,-423.65372,0.9996840486793663,1.184401285235257
68,-317.27795,300,20400,42.54269051551819,-312.49854,-378.32965,-422.08936,1.0575930237856634,0.5392929697912604
69,-295.62802,300,20700,43.75754427909851,-310.75458,-374.7479,-420.2566,0.9854268489548588,2.0383607695426087
70,-293.27713,300,21000,44.22418999671936,-308.15436,-370.53473,-418.4426,0.9775905741957138,0.7805253713115842
71,-384.8151,300,21300,45.57025957107544,-315.2591,-368.55292,-417.96896,1.3160505958815276,1.4812884541043987
72,-296.82553,300,21600,46.16053652763367,-312.12933,-365.48672,-416.28647,0.9894182529623216,1.824621547224245
73,-295.32892,300,21900,47.092000007629395,-311.2001,-362.55017,-414.6295,0.9844295971432618,1.184401285235257
74,-283.0972,300,22200,47.637067556381226,-308.0908,-359.10336,-412.85205,0.9436570278346487,1.121368644971273
75,-285.77844,300,22500,48.18572449684143,-306.979,-355.50073,-411.15775,0.9525950021944347,1.072378932865406
76,-287.2272,300,22800,49.63375115394592,-303.91608,-352.1293,-409.52707,0.9574242471531935,0.6292215049493785
77,-290.0892,300,23100,50.12859225273132,-302.93448,-348.44708,-407.97592,0.9669636849455573,1.2606210922406653
78,-276.55377,300,23400,50.641887187957764,-298.86203,-345.51007,-406.29105,0.9218457634716066,0.15603981517806137
79,-397.68555,300,23700,51.14982461929321,-309.06778,-345.1971,-406.1821,1.358951704378774,0.9046852033407355
80,-271.3645,300,24000,51.631789207458496,-306.87653,-341.88962,-404.4969,0.9045479286639357,0.5933827329988238
81,-391.08884,300,24300,52.21797800064087,-307.5039,-341.52402,-404.33133,1.3369626139454134,1.182901820648182
82,-281.93417,300,24600,53.45025992393494,-306.01477,-338.95602,-402.8387,0.939780469174604,1.4179065185933761
83,-277.14197,300,24900,53.91518521308899,-304.1961,-336.3338,-401.32428,0.9238067508929121,1.184401285235257
84,-282.90207,300,25200,54.38259530067444,-304.17657,-333.71558,-399.9145,0.9430071081831424,1.102850504668321
85,-281.3147,300,25500,54.86746788024902,-303.7302,-331.67053,-398.5192,0.9377155839969873,0.9745988373836545
86,-277.6132,300,25800,55.43609690666199,-302.76883,-329.57047,-397.1133,0.9253774191846144,1.0898216392984856
87,-279.73148,300,26100,55.92342710494995,-301.73303,-327.82016,-395.7641,0.9324383031561425,1.1505709803851965
88,-265.8417,300,26400,56.38897633552551,-300.6618,-325.41528,-394.2877,0.8861388306212734,1.0237737662779383
89,-272.05392,300,26700,57.698317527770996,-288.0987,-323.01343,-392.91428,0.9068465246516746,1.3921446263250379
90,-251.45412,300,27000,58.17060708999634,-286.1076,-320.2133,-391.3425,0.8381803657017677,0.5269293952052522
91,-262.88733,300,27300,58.71383786201477,-273.28745,-318.01544,-389.93088,0.8762913318426103,1.384087520928232
92,-251.17963,300,27600,59.19206380844116,-270.212,-315.59854,-388.42273,0.8372656737578991,0.5674760793458575
93,-258.5793,300,27900,59.66085910797119,-268.35577,-313.52682,-387.02655,0.8619312619769698,0.712256266149256
94,-256.75626,300,28200,60.128437995910645,-265.74115,-311.53717,-385.64072,0.8558542582828251,1.132660924422144
95,-363.25247,300,28500,60.62724471092224,-273.93494,-312.112,-385.40506,1.2441746315092705,0.6016823793778223
96,-370.0973,300,28800,61.9598491191864,-283.18335,-312.42825,-385.2456,1.2669908042758944,1.8458853326448346
97,-389.59525,300,29100,62.44459509849548,-294.16974,-312.79645,-385.29044,1.3319843510166132,0.8786199614379712
98,-246.8255,300,29400,62.91816163063049,-292.2681,-309.42044,-383.8775,0.8227513199603097,0.8350134941511136
99,-244.98502,300,29700,63.38790559768677,-289.56122,-307.48383,-382.47455,0.81661721193962,0.5296028233982829
100,-266.87057,300,30000,63.8593955039978,-291.10287,-305.96936,-381.3185,0.8895680280968467,1.6420511727352354
101,-255.45303,300,30300,64.40193724632263,-290.35944,-304.3905,-378.09586,0.851510206101069,0.6859907334119244
102,-250.81223,300,30600,64.89634919166565,-290.3227,-302.64227,-374.75473,0.8360407553351857,0.5954683382062951
103,-255.73239,300,30900,66.00790333747864,-290.03802,-300.7741,-371.67856,0.8524414699733905,1.0478608666561198
104,-383.7717,300,31200,66.4964005947113,-302.73956,-302.0538,-369.6766,1.3125722764037133,0.9514134691078591
105,-237.57658,300,31500,66.98424458503723,-290.17194,-300.1733,-365.99612,0.8252553442484178,0.9037854191192454
106,-249.85236,300,31800,67.56732630729675,-278.14746,-296.28958,-362.6211,0.8328412615989498,0.5083547893673491
107,-243.7247,300,32100,68.09185981750488,-263.56036,-294.61478,-359.33075,0.8124154950790549,0.8303650649027192
108,-254.26823,300,32400,68.63636779785156,-264.3047,-293.71906,-356.49866,0.8475606973572766,0.2612079887246105
109,-251.05865,300,32700,69.19020104408264,-264.91205,-292.47888,-353.5727,0.8368622082044836,1.2617332321027246
110,-243.07405,300,33000,70.52170491218567,-262.53238,-290.95477,-350.69223,0.8102470786638978,1.2032107877140326
111,-231.37596,300,33300,71.06392478942871,-260.1247,-289.30695,-347.78363,0.7712532384329741,0.4254971799598821
112,-231.99336,300,33600,71.56261944770813,-258.2428,-287.38434,-344.76462,0.7733108507001383,0.4863178983625136
113,-230.6068,300,33900,72.03580069541931,-255.73022,-285.90402,-341.67075,0.7686890629110993,0.3243968954854637
114,-229.3592,300,34200,72.51411461830139,-240.28897,-284.2074,-338.79013,0.7645308401338626,0.7905748808151379
115,-319.8339,300,34500,72.9816780090332,-248.51472,-284.66617,-336.93182,1.0994464902486882,1.3236126233027141
116,-239.69238,300,34800,73.53239631652832,-247.49873,-283.10287,-334.4149,0.7989744899957794,0.21907864272411262
117,-221.17719,300,35100,74.69001483917236,-245.24399,-281.52832,-331.66272,0.7372571701440271,1.8766115630790094
118,-363.84714,300,35400,75.16548657417297,-256.20184,-282.4597,-330.39468,1.2461574080416962,1.1185998183672188
119,-212.07033,300,35700,75.66178798675537,-252.30302,-280.78854,-327.76825,0.7069013612629502,0.6803040453670315
120,-374.96094,300,36000,76.13411545753479,-265.4917,-282.42224,-326.47845,1.2832030596763806,2.115456216539531
121,-221.57294,300,36300,76.6915488243103,-264.5114,-279.1574,-323.85516,0.7719100029337569,0.9018937337483999
122,-377.2846,300,36600,77.22316575050354,-279.04056,-280.76657,-323.12662,1.2909492446856947,1.7424743991088087
123,-210.30759,300,36900,78.61228036880493,-277.01065,-279.06613,-320.80814,0.7710254238299225,0.9515106714147411
124,-376.84372,300,37200,79.07627606391907,-291.7591,-280.94107,-320.02222,1.2894789698205427,1.4768656931927115
125,-385.49124,300,37500,79.54709362983704,-298.3248,-282.93533,-319.21802,1.3183039692633214,1.0971028030032088
126,-387.4287,300,37800,80.08496356010437,-313.09845,-284.93936,-318.53433,1.3247622777162393,1.735872159584166
127,-369.46622,300,38100,80.54757976531982,-327.92734,-286.5269,-317.487,1.2648874249111524,0.989133004234868
128,-326.04337,300,38400,81.01896929740906,-324.14697,-287.5167,-316.51337,1.1568108341238084,2.2404977222363165
129,-270.51633,300,38700,81.49536204338074,-329.99158,-284.9733,-315.0852,0.9350543556818817,1.5976225499530936
130,-381.61252,300,39000,82.64201402664185,-330.6567,-287.17828,-314.53394,1.3053749756504305,0.9125837496802938
131,-222.14203,300,39300,83.21426844596863,-330.71365,-283.79932,-312.6617,0.7404731812975104,0.6614442747014467
132,-365.95596,300,39600,83.76097416877747,-329.58078,-285.47977,-312.2179,1.253186697308394,0.944005680288085
133,-377.53748,300,39900,84.28747153282166,-346.30377,-287.48767,-311.91074,1.2917915405216756,1.246843731579194
134,-344.89932,300,40200,84.83331274986267,-343.1093,-288.72763,-311.2216,1.182997587974691,1.592726291529483
135,-328.3565,300,40500,85.4216537475586,-337.39584,-289.6685,-310.66953,1.1278550583089542,1.072074165021842
136,-261.93356,300,40800,86.0554678440094,-324.84634,-289.35486,-309.46268,0.9064454362594141,1.2204547085253465
137,-373.8815,300,41100,87.35839462280273,-325.28787,-291.23788,-309.52902,1.2796048858414273,0.9423724369587406
138,-347.43472,300,41400,87.82698678970337,-327.427,-292.86972,-309.14255,1.19144891888887,1.7525683189612593
139,-251.24498,300,41700,88.29155230522156,-325.49985,-292.45355,-307.7335,0.8374834956425272,1.038849226235734
140,-252.03383,300,42000,88.78300070762634,-312.542,-292.46515,-306.33923,0.8401128088363803,0.8729270052940598
141,-388.11118,300,42300,89.3289942741394,-329.13892,-294.9696,-306.49255,1.3270371397792993,1.5049852305621336
142,-249.90671,300,42600,89.81441140174866,-317.53397,-294.94415,-305.27136,0.8330223103413098,0.5820494955785265
143,-384.7382,300,42900,90.35133743286133,-318.25406,-297.46732,-305.49707,1.3157937965190576,0.9347089487450222
144,-259.67807,300,43200,91.65501117706299,-309.7319,-297.52576,-304.5315,0.8655934958965262,0.6420831933564976
145,-258.43692,300,43500,92.12286925315857,-302.73996,-295.42944,-303.77072,0.8614560185093478,0.7134490862982557
146,-399.00812,300,43800,92.67977857589722,-316.44742,-296.00766,-304.21796,1.363360146138861,1.623723504970918
147,-251.11409,300,44100,93.14491772651672,-304.17065,-293.23804,-303.0172,0.8370472282199343,0.5121577436820104
148,-394.11362,300,44400,93.60737800598145,-308.83856,-296.1838,-302.80212,1.3470457446091222,0.938993771496864
149,-251.32355,300,44700,94.06836366653442,-308.8464,-296.31058,-301.89722,0.8377452929383089,0.5847838259274414
150,-385.01154,300,45000,94.60607957839966,-322.1442,-298.6734,-302.3214,1.3167051794536548,1.1565781933214847
151,-242.77733,300,45300,95.9648449420929,-307.6108,-298.4199,-301.40518,0.8092579413910762,0.29362768100713393
152,-237.38213,300,45600,96.46201801300049,-306.35834,-298.15128,-300.3968,0.7912738998414723,1.3201261904749593
153,-261.25302,300,45900,96.92330145835876,-294.00983,-298.2617,-299.51794,0.9041771045198918,1.3577854297045362
154,-250.88261,300,46200,97.40865588188171,-293.1303,-295.6039,-298.82886,0.8362756507075201,0.6279805606251484
155,-236.54285,300,46500,97.92417979240417,-290.94086,-295.58325,-297.87833,0.7884763834420734,1.1600049305586269
156,-381.8774,300,46800,98.54385471343994,-289.22784,-298.22372,-297.25668,1.306257777471493,0.8633702844219933
157,-220.01389,300,47100,99.08155608177185,-286.1178,-297.7495,-296.18216,0.7333800593654655,1.0781942303809757
158,-337.45053,300,47400,100.45825099945068,-280.45148,-299.41318,-296.5661,1.1581687777879173,1.2177763974295939
159,-209.95334,300,47700,100.92550110816956,-276.31445,-298.59106,-295.53497,0.699844615910388,0.5312800636110396
160,-217.29681,300,48000,101.39791560173035,-259.543,-298.0755,-294.51517,0.7243224268715386,0.557354907041324
161,-217.84805,300,48300,101.93807649612427,-257.05008,-297.80496,-293.55597,0.7261602077325046,0.5600181813144263
162,-231.48848,300,48600,102.40324354171753,-256.46072,-297.79486,-292.58957,0.8049614977332405,1.289658542851647
163,-331.78406,300,48900,102.94361233711243,-263.51382,-299.81842,-292.8612,1.1392797667617218,0.8917199090367501
164,-216.59676,300,49200,104.31995058059692,-260.0852,-299.56317,-291.88528,0.7219893691747736,0.5488813317164731
165,-220.84186,300,49500,104.79594779014587,-258.51508,-297.5833,-291.12476,0.7361397214886178,1.3975694799825742
166,-221.11342,300,49800,105.34883213043213,-242.43872,-297.21176,-290.15732,0.7370447751732978,1.362001249352679
167,-328.54276,300,50100,105.81360578536987,-253.2916,-299.35907,-290.4437,1.1284754634766905,1.9052339453817881
168,-342.2459,300,50400,106.27070212364197,-253.77115,-298.92703,-290.6934,1.174153312337027,1.5464444456157052
169,-222.11255,300,50700,106.75314211845398,-254.98706,-299.12787,-289.95825,0.7403751582628255,0.8311312199848332
170,-223.93222,300,51000,107.23115015029907,-255.65059,-296.1073,-289.26477,0.746440755070834,1.0499051638066763
171,-210.41089,300,51300,108.70365524291992,-254.90689,-295.88406,-287.52072,0.7013692922924124,0.8130756169037932
172,-296.06705,300,51600,109.21212482452393,-261.36475,-294.25974,-287.51312,1.020223517037419,0.9099788159012625
173,-212.21877,300,51900,109.69761252403259,-249.40823,-294.29794,-286.682,0.7073959412011381,0.5335899034002388
174,-208.77473,300,52200,110.17861819267273,-248.626,-290.93655,-285.9388,0.6959157211193863,1.0027739248738081
175,-207.45805,300,52500,110.66976237297058,-247.28763,-287.3759,-285.1556,0.7248600420510314,0.9599669829787322
176,-214.58617,300,52800,111.22551679611206,-246.63492,-283.91904,-284.42923,0.7152872053923962,0.7745713329928235
177,-318.30875,300,53100,111.69660091400146,-245.61153,-282.89587,-284.7114,1.0943628681413384,1.711669142852594
178,-341.95236,300,53400,112.82698774337769,-245.58215,-283.21405,-285.3654,1.1731742849461433,1.0631014242157362
179,-261.57892,300,53700,113.30494594573975,-249.52878,-283.0353,-284.0043,0.9052628308076616,0.9116843251037984
180,-315.42087,300,54000,113.78476595878601,-258.67767,-281.7115,-284.44485,1.084736202980155,1.1983513186054755
181,-209.54155,300,54300,114.34982872009277,-258.59073,-281.4595,-282.62936,0.6984717450283533,0.7271920688675189
182,-204.7331,300,54600,114.82887077331543,-249.45732,-278.23505,-281.85736,0.6824437457944288,0.750304110060367
183,-202.75548,300,54900,115.34831714630127,-248.51099,-274.73938,-281.11353,0.6758518544878234,0.6401998531015702
184,-228.44841,300,55200,115.89993810653687,-250.47835,-272.41037,-280.569,0.794828071715673,0.9348589239472217
185,-218.77141,300,55500,117.12931799888611,-251.60971,-270.21866,-279.94357,0.7292380371113905,1.0721101570580318
186,-263.17908,300,55800,117.67563128471375,-256.469,-270.24356,-279.79922,0.91059653338189,1.1925668029682877
187,-213.95697,300,56100,118.16669583320618,-246.03381,-267.04507,-279.1415,0.7465231527316437,1.1912225668039824
188,-221.69495,300,56400,118.65095973014832,-234.00806,-264.5303,-278.7,0.7389833213123248,0.619866479148517
189,-225.66614,300,56700,119.15092420578003,-230.4168,-264.0187,-278.23615,0.7522204011567076,0.5615633855711792
190,-354.9095,300,57000,119.63911843299866,-234.36565,-266.0762,-279.2707,1.2163648684162696,0.9936331210065025
191,-224.63724,300,57300,120.26326370239258,-235.87521,-262.80673,-278.88818,0.7487906648510971,0.5563049475485555
192,-237.68959,300,57600,121.57411599159241,-239.1709,-262.5624,-278.7533,0.7922988095263365,1.138751640454615
193,-232.37933,300,57900,122.04823899269104,-242.13327,-259.5152,-278.49127,0.774597822177331,0.23169239913126238
194,-242.28189,300,58200,122.53497290611267,-243.51663,-259.1673,-278.34653,0.8076065308414245,1.6585232121313997
195,-228.57542,300,58500,123.00063562393188,-244.49702,-258.57007,-276.99976,0.7619179189744727,0.7005509904786896
196,-235.45573,300,58800,123.55135107040405,-241.72469,-255.29903,-275.65335,0.7848523922144763,1.2086874583906484
197,-233.74077,300,59100,124.0123598575592,-243.70305,-254.95157,-274.0948,0.7791356071918488,0.43772668934563463
198,-235.57901,300,59400,125.12790846824646,-245.09148,-251.78085,-273.98233,0.7852629524364638,0.5755942542645299
199,-220.03247,300,59700,125.6160364151001,-244.5281,-251.15504,-273.7328,0.7334414671033123,0.8272041598266713
200,-216.39764,300,60000,126.08701252937317,-230.67693,-247.78276,-273.2281,0.7213255266552807,0.43744237949818876
201,-225.67676,300,60300,126.64798092842102,-230.78085,-247.44073,-272.93036,0.7855896078826511,1.14374296277595
202,-214.86305,300,60600,127.11842632293701,-228.49821,-246.99037,-272.57086,0.7162102990407568,0.30697284752052356
203,-217.59944,300,60900,127.66379070281982,-227.02022,-246.11731,-272.1895,0.7253314425796039,1.0695411496295886
204,-329.2133,300,61200,128.2139835357666,-235.71335,-247.6839,-271.64392,1.1307112189400108,1.1973580806777797
205,-250.84981,300,61500,129.4644775390625,-237.9408,-247.97003,-271.77667,0.8694994406799856,1.041556527436267
206,-364.63342,300,61800,130.052001953125,-250.85855,-247.62518,-272.92447,1.248777564153957,1.1581986705957807
207,-227.91417,300,62100,130.5313515663147,-250.27591,-247.78319,-272.76636,0.7597138017982685,0.9209403779107223
208,-223.34308,300,62400,131.02212405204773,-249.05229,-245.50104,-272.45712,0.7444768812740398,1.4473591010781786
209,-233.01836,300,62700,131.4994261264801,-250.3509,-245.96234,-272.2767,0.7767276119278184,0.4074670227247703
210,-234.21805,300,63000,131.97155928611755,-252.13293,-246.30074,-272.18814,0.7807265674777213,0.7932761057514479
211,-230.76604,300,63300,132.54399299621582,-252.64188,-246.5591,-272.18204,0.7692201882562699,0.8835484659252564
212,-224.03702,300,63600,133.92861533164978,-253.55928,-246.41008,-272.1025,0.746790098822898,1.0481582345335765
213,-217.52274,300,63900,134.42901968955994,-253.5516,-244.12486,-271.97165,0.7250754561799199,0.9919303367877957
214,-213.85286,300,64200,134.92047691345215,-242.01555,-244.06996,-271.8166,0.7128429402616657,0.534341400382781
215,-219.13348,300,64500,135.41468167304993,-238.84392,-244.03583,-270.8096,0.7304447543222071,0.4875920373991784
216,-235.22318,300,64800,135.9919445514679,-225.90291,-244.31801,-270.7649,0.7840773805352722,0.8578036576144061
217,-267.55313,300,65100,136.47817516326904,-229.86679,-243.09822,-271.22864,0.9251770303896985,1.2373294989067658
218,-219.64133,300,65400,136.97220540046692,-229.49663,-240.64612,-269.78653,0.7321377521307526,1.1875043878880236
219,-286.17426,300,65700,138.2230885028839,-234.81221,-241.92737,-270.52762,0.9872477363278097,0.9759797333724102
220,-226.33423,300,66000,138.69415712356567,-234.02383,-241.97537,-269.04135,0.7544474386919723,0.7912101001317088
221,-225.08958,300,66300,139.23415064811707,-233.45618,-242.26898,-269.07654,0.7502985998294199,1.004529877784391
222,-230.15147,300,66600,139.70413541793823,-234.06763,-240.95067,-267.6052,0.767171544067384,0.5554081263013392
223,-222.4852,300,66900,140.1818187236786,-234.56384,-241.15598,-267.72696,0.7416171864324773,0.4701519051163409
224,-216.18246,300,67200,140.6449568271637,-234.79683,-241.30414,-266.12033,0.7206084107025376,0.6192272339909277
225,-229.02116,300,67500,141.11991357803345,-235.7856,-241.73541,-264.55563,0.7634039087246708,1.1329344681879607
226,-214.14238,300,67800,142.49106740951538,-233.67752,-241.72655,-262.82278,0.7138080050446924,1.1419293232272199
227,-222.00032,300,68100,142.9552185535431,-229.12222,-239.80035,-261.3481,0.7400009084959192,0.7775720150471036
228,-257.37027,300,68400,143.4716191291809,-232.89514,-238.10873,-260.6614,0.8912343320753057,1.1408021855815473
229,-208.61934,300,68700,143.94270014762878,-225.13962,-237.04953,-260.04242,0.6953977129328247,0.5176462895032027
230,-224.41187,300,69000,144.4250648021698,-224.94742,-235.22935,-258.47043,0.7480396255371728,1.1167641666707446
231,-212.82596,300,69300,144.99614310264587,-223.72104,-235.29504,-258.37726,0.7094196226179534,0.8407604756361788
232,-214.5048,300,69600,145.48243284225464,-222.15637,-235.4905,-256.86276,0.7150161369733923,0.42056020095420693
233,-232.23181,300,69900,146.78539538383484,-223.13103,-236.08,-255.40971,0.8074394966290327,1.0048946796610667
234,-327.59534,300,70200,147.29198837280273,-234.27231,-238.06293,-255.23666,1.1253182571302736,0.9374539748210574
235,-253.35336,300,70500,147.7852373123169,-236.70554,-238.7546,-254.48662,0.8778444790057235,1.6109843192302444
236,-196.39319,300,70800,148.34401321411133,-234.93062,-237.41887,-253.8312,0.6546439163019285,0.547984561178679
237,-237.77763,300,71100,148.86605954170227,-236.50835,-237.89525,-252.47017,0.8259252937232502,1.183374596999238
238,-202.15028,300,71400,149.3727695941925,-230.98637,-237.50438,-251.01732,0.6738343244727519,0.8594602839736839
239,-193.37833,300,71700,150.59163689613342,-229.46228,-236.85861,-250.43867,0.6445947580759044,0.5441801771232928
240,-196.21901,300,72000,151.1129961013794,-226.64297,-233.68478,-249.88052,0.6540636034321626,0.6340085961890441
241,-199.96242,300,72300,151.6659791469574,-225.35661,-233.19133,-247.99904,0.6665413682819061,0.4036616866440302
242,-192.96133,300,72600,152.15296912193298,-223.20227,-232.29675,-247.42957,0.6432042260359897,0.7021593124979346
243,-266.20004,300,72900,152.6777822971344,-226.59909,-232.97314,-246.24419,0.920666917858373,1.0731748196356743
244,-191.52942,300,73200,153.17631459236145,-212.99251,-231.9581,-245.5627,0.6717646232035285,1.15691115867102
245,-196.6867,300,73500,153.67845034599304,-207.32584,-231.32033,-244.94519,0.6556220136861716,0.6194695386070606
