4.736842105262230262e+01,2.049142335219884467e-02
4.842105263156856410e+01,5.823204252684117260e-02
4.947368421051482557e+01,3.634552377274467838e-02
5.052631578946108704e+01,3.724437224673519953e-02
5.157894736840734851e+01,4.967683638674449953e-02
5.263157894735360998e+01,1.988974905195872375e-02
5.368421052629987145e+01,4.623413333026932248e-02
5.473684210524613292e+01,1.773922807787840783e-02
5.578947368419239439e+01,3.826055639258851143e-02
5.684210526313865586e+01,3.120329657954408475e-02
5.789473684208491733e+01,2.058896886735638379e-02
5.894736842103117880e+01,3.573992089726125282e-02
5.999999999997744027e+01,1.238533640682916090e-02
6.105263157892370174e+01,3.099836130324399447e-02
6.210526315786996321e+01,1.452928941622745433e-02
6.315789473681622468e+01,2.415866308319297717e-02
6.421052631576304748e+01,2.459758482634291643e-02
6.526315789471215112e+01,1.124179448706277493e-02
6.631578947366125476e+01,2.522096422798291923e-02
6.736842105261035840e+01,9.627056531312044863e-03
6.842105263155946204e+01,2.091369844485345755e-02
6.947368421050856568e+01,1.323078481433489877e-02
7.052631578945766933e+01,1.461026808859774116e-02
7.157894736840677297e+01,1.872993940646592442e-02
7.263157894735587661e+01,5.699587915457614111e-03
7.368421052630498025e+01,1.708392411892874219e-02
7.473684210525408389e+01,7.093545573007799775e-03
7.578947368420318753e+01,1.389188700351639411e-02
7.684210526315229117e+01,1.053805825880633346e-02
7.789473684210139481e+01,8.294197671031046382e-03
7.894736842105049845e+01,1.368928388072456273e-02
7.999999999999960210e+01,3.888497942796262374e-03
8.105263157894870574e+01,1.162222980723196485e-02
8.210526315789780938e+01,6.048963425681183094e-03
8.315789473684691302e+01,8.760749183850648214e-03
8.421052631579601666e+01,8.389440357642479612e-03
8.526315789474512030e+01,4.291012236986814152e-03
8.631578947369422394e+01,9.605093281085505877e-03
8.736842105264332758e+01,2.939853436558191157e-03
8.842105263159243123e+01,7.638203511471865388e-03
8.947368421054153487e+01,4.923240225996277850e-03
9.052631578949063851e+01,5.505670985756988024e-03
9.157894736843974215e+01,6.499307870216039160e-03
9.263157894738884579e+01,2.269261056731382026e-03
9.368421052633794943e+01,6.553401961195074420e-03
9.473684210528705307e+01,2.617360789829411075e-03
9.578947368423615671e+01,4.928392453410482960e-03
9.684210526318526036e+01,3.895886648063962617e-03
9.789473684213436400e+01,3.173980150274947724e-03
9.894736842108346764e+01,4.782342978617427735e-03
1.000000000000325713e+02,1.112531356676039118e-03
1.010526315789816749e+02,4.517836205617853373e-03
1.021052631579307786e+02,2.282893433922604260e-03
1.031578947368798822e+02,3.130024363089189271e-03
1.042105263158289858e+02,3.088749804372315725e-03
1.052631578947780895e+02,1.867431306554457942e-03
1.063157894737271931e+02,3.539905685441064025e-03
1.073684210526762968e+02,8.001062926786471326e-04
1.084210526316254004e+02,2.868593494913292651e-03
1.094736842105745040e+02,1.829064589057021730e-03
1.105263157895236077e+02,1.942836748199785416e-03
1.115789473684727113e+02,2.344384983376401714e-03
1.126315789474218150e+02,9.525456570549714749e-04
1.136842105263709186e+02,2.476755020736654336e-03
1.147368421053200223e+02,8.325316031624254570e-04
1.157894736842691259e+02,1.783698312107285773e-03
1.168421052632182295e+02,1.492742596137768734e-03
1.178947368421673332e+02,1.221452354115465074e-03
1.189473684211164368e+02,1.767959020310268378e-03
1.200000000000655405e+02,5.329255050680778124e-04
1.210526315790146441e+02,1.643174972155728164e-03
1.221052631579637477e+02,7.532153935325544211e-04
1.231578947369128514e+02,1.113687795115191927e-03
1.242105263158619550e+02,1.128006052317793301e-03
1.252631578948110587e+02,7.090616122910181054e-04
1.263157894737601623e+02,1.298119708963465331e-03
1.273684210527092660e+02,3.189607702278073379e-04
1.284210526316560959e+02,1.077992087044996267e-03
1.294736842105995152e+02,6.823606507800847884e-04
1.305263157895429345e+02,6.883137574101731758e-04
1.315789473684863538e+02,8.557153753256624244e-04
1.326315789474297731e+02,4.062291399126659016e-04
1.336842105263731924e+02,8.943344522411723462e-04
1.347368421053166117e+02,2.469187327021812590e-04
1.357894736842600310e+02,6.908697123163149703e-04
1.368421052632034502e+02,5.455582008118331147e-04
1.378947368421468695e+02,4.060051702229801611e-04
1.389473684210902888e+02,6.238233089077629967e-04
1.400000000000337081e+02,2.445111819576739078e-04
1.410526315789771274e+02,6.105307596781646374e-04
1.421052631579205467e+02,2.636251252752777521e-04
1.431578947368639660e+02,4.426181567034104844e-04
1.442105263158073853e+02,4.284621689123255380e-04
1.452631578947508046e+02,2.431736875353381891e-04
1.463157894736942239e+02,4.484012195837538679e-04
1.473684210526376432e+02,1.397631350121815528e-04
1.484210526315810625e+02,4.206747536236178880e-04
1.494736842105244818e+02,2.272046954876237655e-04
1.505263157894679011e+02,2.489789927160628502e-04
1.515789473684113204e+02,3.284041835543168963e-04
1.526315789473547397e+02,1.502599248584881870e-04
1.536842105262981590e+02,3.160294580076507460e-04
1.547368421052415783e+02,1.130323837674799913e-04
1.557894736841849976e+02,2.685028922907484487e-04
1.568421052631284169e+02,1.971375854195851567e-04
1.578947368420718362e+02,1.397420772969837734e-04
1.589473684210152555e+02,2.355697846659406288e-04
1.599999999999586748e+02,9.253519037608019652e-05
1.610526315789020941e+02,2.191775637379069202e-04
1.621052631578455134e+02,9.165503562217795297e-05
1.631578947367889327e+02,1.676444064585849930e-04
1.642105263157323520e+02,1.558907675824757432e-04
1.652631578946757713e+02,8.135238966702659476e-05
1.663157894736191906e+02,1.670034621081631636e-04
1.673684210525626099e+02,6.769689450339353982e-05
1.684210526315060292e+02,1.494635363883535083e-04
1.694736842104494485e+02,8.141846727245132171e-05
1.705263157893928678e+02,9.417476726702059893e-05
1.715789473683362871e+02,1.181398138639051852e-04
1.726315789472797064e+02,4.380297590367466268e-05
1.736842105262231257e+02,1.170382323228410457e-04
1.747368421051665450e+02,4.863291636612635628e-05
1.757894736841099643e+02,9.617668141239979463e-05
1.768421052630533836e+02,6.946532198633477071e-05
1.778947368419968029e+02,5.592080771771679393e-05
1.789473684209402222e+02,8.731411136806658136e-05
1.799999999998836415e+02,3.137257143883107237e-05
1.810526315788270608e+02,8.108579689160171132e-05
1.821052631577704801e+02,4.050681201019861821e-05
1.831578947367138994e+02,6.114232620590627271e-05
1.842105263156573187e+02,5.497045700721566429e-05
1.852631578946007380e+02,2.810420126058632226e-05
1.863157894735441573e+02,6.302318093464433842e-05
1.873684210524875766e+02,2.234988489226806806e-05
1.884210526314309959e+02,5.380210296147372212e-05
1.894736842103744152e+02,3.290528932806566041e-05
1.905263157893178345e+02,3.903923879642578592e-05
1.915789473682612538e+02,4.289285326727174146e-05
1.926315789472046731e+02,1.475527079473036235e-05
1.936842105261480924e+02,4.328106020594314415e-05
1.947368421050915117e+02,1.903237241847090605e-05
1.957894736840349310e+02,3.436732893975717171e-05
1.968421052629783503e+02,2.489174138558097115e-05
1.978947368419217696e+02,2.142797411560976620e-05
1.989473684208651889e+02,3.216421917065329805e-05
1.999999999998086082e+02,8.367299752079028461e-06
