0.000000000000000000e+00,0.000000000000000000e+00
1.052631578947368807e+00,6.514727537129306745e-01
2.105263157894696313e+00,3.831939448399482306e-01
3.157894736842023597e+00,4.538446203960043168e-01
4.210526315789350882e+00,4.647940356183999366e-01
5.263157894736678166e+00,2.853934548169994589e-01
6.315789473684005451e+00,5.066525856822099438e-01
7.368421052631332735e+00,1.234919826647176977e-01
8.421052631578801240e+00,4.176944885113441086e-01
9.473684210526483795e+00,3.104270761700095305e-01
1.052631578947416635e+01,2.840046924630907355e-01
1.157894736842184891e+01,3.386234088795225250e-01
1.263157894736953146e+01,1.313660325013367713e-01
1.368421052631721402e+01,3.515134631739851856e-01
1.473684210526489657e+01,1.261913940375145038e-01
1.578947368421257913e+01,2.741614841581547779e-01
1.684210526316025991e+01,2.409686712002983289e-01
1.789473684210794246e+01,1.681030314338928244e-01
1.894736842105562502e+01,2.577911514335916032e-01
2.000000000000330758e+01,6.873528089325196822e-02
2.105263157895099013e+01,2.395261631330081187e-01
2.210526315789867269e+01,1.164388194272342886e-01
2.315789473684635524e+01,1.718396061313045842e-01
2.421052631579403780e+01,1.805935980784635908e-01
2.526315789474172036e+01,1.025646090952219008e-01
2.631578947368940291e+01,1.789848227614959375e-01
2.736842105263708547e+01,4.662879850164297624e-02
2.842105263158476802e+01,1.592812950875470979e-01
2.947368421053245058e+01,1.077983966358653650e-01
3.052631578948013313e+01,1.032781344565770615e-01
3.157894736842781569e+01,1.338581998571182208e-01
3.263157894737464204e+01,5.650723178072498271e-02
3.368421052632090351e+01,1.272616119643350252e-01
3.473684210526716498e+01,3.783545771232367516e-02
3.578947368421342645e+01,1.011113160499509805e-01
3.684210526315968792e+01,8.441232873189057073e-02
3.789473684210594939e+01,5.980330286715285909e-02
3.894736842105221086e+01,9.525341915236495982e-02
3.999999999999847233e+01,3.387894336024410702e-02
4.105263157894473380e+01,8.809020584907109597e-02
4.210526315789099527e+01,4.142570205977041953e-02
4.315789473683725674e+01,6.254578509556339705e-02
4.421052631578351821e+01,6.896401641906541036e-02
4.526315789472977968e+01,3.518153229747958410e-02
4.631578947367604115e+01,6.781168398448320089e-02
